name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,source_file
ARC - Arju Restro And Cafe,Restaurant,Restaurant,"M9CG+7G2, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6706293,85.376281,3.4,28,1,5,12,3,3.4,98,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,
Arjan Bakery,Bakery,Bakery,"MCCC+HWW, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6714981,85.4223347,3.8,12,0,2,2,5,3.8,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arjun Tea Shop,Tea store,Tea store,"M9JQ+F75, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6811319,85.3882329,3.2,13,0,2,7,4,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Aroj Home,Coffee shop,Coffee shop,"M9VG+WQ9, Kathmandu 44600, Nepal",Kathmandu,27.6943257,85.3773779,4.3,4,0,0,1,2,1,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Aroma Bakery,Bakery,Bakery,"4 Daksin Barahi Marg, Bhaktapur, Nepal",Bhaktapur,27.669833,85.3859192,3.1,25,6,3,6,3,3.1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Art Gallery Cafe (AGC),Coffee shop,Coffee shop,"MCCJ+PX6, Golmadhi, Bhaktapur 44800, Nepal",Bhaktapur,27.6717925,85.4324033,3.3,9,0,1,5,3,0,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
ASALfood and beverage,Restaurant,Restaurant,"Suryabinayak 44800, Nepal",Suryabinayak,27.6621394,85.4261398,4.3,4,0,0,1,2,1,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Asar,Bar,Bar,"M9CG+7PJ, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6708943,85.3762267,3.9,27,3,4,1,5,3.9,105,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
ATITHI FOOD PALACE,Restaurant,Restaurant,"Shyama Shyam Dham Nikosera Madhyapur Thimi 44811 Araniko Highway, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6750932,85.3986352,4,29,1,1,9,5,4,86,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,
Aveeva Cafe,Restaurant,Restaurant,"M9HX+34Q, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6776861,85.3978895,3.8,191,0,6,58,99,28,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Awal Newari Khaja Ghar,Restaurant,Restaurant,"MCGM+JH3, MCGMawal N+JGR, Bhaktapur 44800, Nepal",Bhaktapur,27.6768192,85.4337163,4.9,7,0,0,0,2,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Awal paha chhen,Restaurant,Restaurant,"MCGM+9GF, Bhaktapur 44800, Nepal",Bhaktapur,27.675937,85.433786,4,134,0,2,30,73,29,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AYUSH GHASA CHHE,Asian restaurant,Asian restaurant,"101 Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6652493,85.4270454,5,1,0,0,0,0,1,108.5,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,
B and B fast food,Fast food restaurant,Fast food restaurant,"Madhyapur thimi 6, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6844657,85.3877447,5,2,0,0,0,1,1,105,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
"Ba:Gale Newa Chhen, Libali, bhaktapur",Bar,Bar,"MC9V+MC8, Bhaktapur 44800, Nepal",Bhaktapur,27.6691526,85.4435736,4.2,14,0,1,3,2,4.2,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Back Point Cafe and Sekuwa Corner,Fast food restaurant,Fast food restaurant,"P92J+J8M, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7015916,85.3807886,3.7,12,0,1,4,6,1,84,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Backers cafe,Bakery,Bakery,"M988+5GC, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6654851,85.3658945,3.9,30,3,0,5,12,3.9,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bagale Fast Food and Sekuwa Corner,Fast food restaurant,Fast food restaurant,"MC9Q+W4J, Garud Kundal Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6698558,85.4377501,2,1,0,1,0,0,0,98,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Baguette Bakery,Bakery,Bakery,"Jagatjung marg, Kathmandu 44600, Nepal",Kathmandu,27.6989739,85.3740729,3.7,19,0,1,7,9,2,72,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
Baiga Cafe and Rooftop,Restaurant,Restaurant,"MCFF+3XG, Bhaktapur 44800, Nepal",Bhaktapur,27.6726941,85.4249557,4.2,47,0,0,7,25,15,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Baiga Vutoo,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6724496,85.429542,3.3,4,0,1,2,1,0,77,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bajeko Sekuwa Gatthaghar,Barbecue restaurant,Barbecue restaurant,"Araniko Highway, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6743794,85.3707034,3.1,18,0,9,3,2,3.1,84,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,
Bakery Shop,Bakery,Bakery,"Adhikari Tole, Suryabinayak 3, Anantalingeshwar 44800, Nepal",Anantalingeshwar,27.6737961,85.4238925,3.5,18,0,0,9,9,3.5,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
bakhunchhe house,Cafe,Cafe,"MC83+HJQ, Suryabinayak 44800, Nepal",Suryabinayak,27.6664503,85.4040677,4.5,4,0,0,0,2,2,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Bal Bhai Newari Khaja Ghar,Fast food restaurant,Fast food restaurant,"MCFH+W4F, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6748129,85.4278108,3.6,8,0,0,3,4,1,98,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,
Balakhu Food Point,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6728194,85.4293616,3.4,21,0,2,10,8,1,82.25,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
Balaram Store,Restaurant,Restaurant,"MFQ4+GX6 Bansbari Bus Stop, Changunarayan, Nepal",Changunarayan,27.6887846,85.4573773,4.3,6,0,0,1,3,2,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Baleshi Food Hub,Restaurant,Restaurant,"M9GX+X4, 3 Sangameshwor Marg, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6774375,85.3978125,4.1,7,0,0,1,4,2,112,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,
Balkot,Bakery,Bakery,"M97H+97Q, Anantalingeshwar, Nepal",Anantalingeshwar,27.6634556,85.3782481,4.4,14,0,0,3,3,4.4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Balkot Chulho,Coffee shop,Coffee shop,"M96J+MGP, Anantalingeshwar, Nepal",Anantalingeshwar,27.6618794,85.3813496,4.4,15,0,0,1,7,4.4,63,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
Balkot Highway Fast Food,Fast food restaurant,Fast food restaurant,"M988+X7M, F091, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6674592,85.3656799,4.4,21,0,0,6,1,4.4,91,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,
balkot homestay,Family restaurant,Family restaurant,"M99C+M9V, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6692489,85.3709162,3.7,12,0,0,7,2,3.7,63,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Balkot khaja ghar,Restaurant,Restaurant,"Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6704794,85.3649762,3.3,19,0,9,1,4,3.3,109,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,
Balkumari Coffee Shop,Coffee shop,Coffee shop,"M9GP+H7W, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6764901,85.3857096,4.3,18,0,0,4,5,4.3,108.5,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,
Balram khaja ghar,Fast food restaurant,Fast food restaurant,"JCRP+2WJ, Doleshor Path, Suryabinayak, Nepal",Suryabinayak,27.6400904,85.4372728,4.1,70,0,1,13,38,18,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Bamboo Brunch Restaurant,Restaurant,Restaurant,"PC5Q+CVF, Changunarayan Rd, Changunarayan 44600, Nepal",Changunarayan,27.7085611,85.4396613,5,2,0,0,0,1,1,70,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,
Bamboo Cottage Darjeeling Height,Coffee shop,Coffee shop,"MC5H+J9C, Suryabinayak 44800, Nepal",Suryabinayak,27.6590779,85.4283757,4,3,0,0,1,1,1,63,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Banglamukhi Dairy and Bakery,Coffee shop,Coffee shop,"M99F+HCF, Unnamed Road, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6695821,85.3728553,3.4,25,0,1,14,10,3.4,107,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Bangsagopal,Coffee shop,Coffee shop,"MC9G+RGQ, मंगलाछें मार्ग, Bhaktapur 44800, Nepal",Bhaktapur,27.6695875,85.4263594,5,1,0,0,0,0,1,77,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Bansbari Kitchen,Barbecue restaurant,Barbecue restaurant,"MFP5+JJF, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6865656,85.4590553,5,1,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bar 555777,Bar,Bar,"MC5X+2PC, Suryabinayak, Nepal",Suryabinayak,27.6575716,85.4492298,1,1,1,0,0,0,0,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Bar BQ Ghar,Restaurant,Restaurant,"M9WG+775, Link Rd gothatar sangam chowk, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6956404,85.3757327,3.6,16,3,1,3,2,3.6,108.5,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,
BAR:BQ Cafe & Resto,Restaurant,Restaurant,"mahatgau, Nepal",mahatgau,27.6438854,85.463626,3.9,12,1,0,3,3,3.9,98,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,
BARAHI AJIMA NEWARI KHAJA GHAR,Family restaurant,Family restaurant,"MC9G+WJ3, Bhaktapur 44800, Nepal",Bhaktapur,27.6697631,85.426554,4.7,3,0,0,0,1,2,105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Barahi Coffee Shop,Coffee shop,Coffee shop,"MC8C+FV4, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6661498,85.4222161,4.3,6,0,0,1,3,2,98,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Barahi Liquors,Bar,Bar,"Bansagopal, Bhaktapur 44800, Nepal",Bhaktapur,27.671011,85.4257652,4.6,29,0,0,2,12,15,70,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,
Bardali Kitchen & Sekuwa Ghar,Family restaurant,Family restaurant,"MCC3+XXW Srijananagar, 44800, Nepal",Suryabinayak,27.6724375,85.4049375,4.7,45,0,0,2,18,25,168,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,
baristas coffee shop,Coffee shop,Coffee shop,"Gatthaghar Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6744056,85.3691595,3.1,30,4,8,5,8,3.1,70,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Barudan fastfood chagunarayan,Fast food restaurant,Fast food restaurant,"PC77+74J, Changunarayan 44600, Nepal",Changunarayan,27.7132229,85.4127695,4.5,13,0,0,2,3,4.5,63,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
"Bashuki Live Bakery, Nagadesh",Bakery,Bakery,"M9JJ+WH4, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6822642,85.3814527,4.9,7,0,0,0,2,5,94.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Basil House Lounge and Bar,Restaurant,Restaurant,"Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6718159,85.3647823,3.3,18,1,8,0,3,3.3,91,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,
Baskota Khaja Ghar,Restaurant,Restaurant,"M98H+4W3, Anantalingeshwar, Nepal",Anantalingeshwar,27.6652518,85.3798063,4,17,0,1,4,6,4,77,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Bastakoti Khaja Ghar,Restaurant,Restaurant,"Big mart, Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.677067,85.4370221,5,31,0,0,0,9,22,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Basu ko pasal,Tea store,Tea store,"MCMP+FQF, Changunarayan 8, Bhaktapur 44800, Nepal",Bhaktapur,27.6836829,85.4369235,3.4,19,0,0,15,1,3.4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Basuki Newari khaja Ghar,Restaurant,Restaurant,"M9JJ+VXM, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.682206,85.3824075,3.2,13,1,4,1,6,3.2,105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Battle Snooker,Sports bar,Sports bar,"MCCF+839, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6707806,85.422736,3,2,0,1,1,0,0,84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,
BB Liquor shop Thimi,Cafe,Cafe,"Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.673699,85.3732309,4.2,23,0,2,5,3,4.2,87.5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
BC Fast Foodl,Barbecue restaurant,Barbecue restaurant,"MC8G+3WM, Suryabinayak 44800, Nepal",Suryabinayak,27.6652101,85.4272984,4.4,10,0,0,1,5,4,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
BDS Restaurant and Kimchi Jhol momo,Fast food restaurant,Fast food restaurant,"M99P+M7M, Anantalingeshwar, Nepal",Anantalingeshwar,27.6692062,85.3856611,4.3,12,0,0,3,2,4.3,54,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Beans - The Coffee shop,Coffee shop,Coffee shop,"Ram Devi Complex, Suryabinayak 44800, Nepal",Suryabinayak,27.6672465,85.4260279,5,1,0,0,0,0,1,94.5,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,
Beeburger And Real Kitchen,Restaurant,Restaurant,"Chardobato, Bhaktapur 44600, Nepal",Bhaktapur,27.6737832,85.379333,4.2,18,2,2,0,1,4.2,98,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,
Beli's Bread n cake station,Bakery,Bakery,"MCM6+QM4, Sallaghari- Duwakot Rd, Changunarayan, Nepal",Changunarayan,27.684394,85.4117026,3.9,27,0,3,10,2,3.9,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Belis Bakery,Coffee shop,Coffee shop,"Hospital, Thimi-Biruwa Rd, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6720391,85.3878463,3.3,43,0,5,21,15,2,101.5,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
Belli The Fine Dine,Restaurant,Restaurant,"M9FM+5CP, Sankhdhar Chowk, 44800, Nepal",Madhyapur Thimi,27.6729575,85.3835842,3.8,25,0,2,11,3,3.8,112,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,
Best Kuboos Rolls & Restro,Restaurant,Restaurant,"Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6731679,85.3867754,3.8,16,0,5,2,1,3.8,85.5,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,
Bhadgaun cake factory,Bakery,Bakery,"MF24+Q5Q, Bhaktapur, Nepal",Bhaktapur,27.6519635,85.4554825,4.2,25,0,0,5,11,4.2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Bhadrakali Snooker,pool,Cafe and Hookah",Breakfast restaurant,Breakfast restaurant,"MCCF+94J, Bhaktapur 44800, Nepal",Bhaktapur,27.6709669,85.4227737,4.9,13,0,0,0,4,9,98,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
Bhairav Hotel,Restaurant,Restaurant,"M9HP+M9G, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.679197,85.3859545,3.4,22,1,4,9,2,3.4,115.5,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,
Bhajya Pukhu Coffee,Coffee shop,Coffee shop,"Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6712812,85.4211715,4,1,0,0,0,1,0,91,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,
Bhajyapukhu Cafe Outlet,Cafe,Cafe,"MC9G+2JP, Suryabinayak 44800, Nepal",Suryabinayak,27.6675974,85.4265822,4.9,163,0,0,4,52,107,84,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Bhakta,Fast food restaurant,Fast food restaurant,"MCFW+WC3, Bhaktapur 44800, Nepal",Bhaktapur,27.6747541,85.4460334,4.7,10,0,0,0,4,6,70,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Bhaktapur,Restaurant,Restaurant,"MCCG+86R, Bhaktapur 44800, Nepal",Bhaktapur,27.6708782,85.425545,5,1,0,0,0,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bhaktapur,Cafe,Cafe,"MCGR+6WV, Bhaktapur 44800, Nepal",Bhaktapur,27.675625,85.4422873,5,13,0,0,0,4,9,133,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Bhaktapur Bartending & Barista,Coffee shop,Coffee shop,"Suryabinayak chowk, Bhaktapur 44800, Nepal",Bhaktapur,27.6653251,85.4254639,3.7,86,0,3,30,43,10,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Bhaktapur Dairy And Coffee Shop,Cafe,Cafe,"MC89+F7X, Bhaktapur 44800, Nepal",Bhaktapur,27.666245,85.4182367,3.4,21,0,2,10,8,1,112,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
bhaktapur juju dhu pasal.,Restaurant,Restaurant,"MCFJ+5J9, Bhaktapur 44800, Nepal",Bhaktapur,27.6729218,85.4315966,5,1,0,0,0,0,1,77,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bhaktapur Khaja Ghar,Restaurant,Restaurant,"M9MQ+MQ4, Hulak Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6841275,85.3894429,4,17,1,1,1,8,4,91,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Bhaktapur King Curd,Cafe,Cafe,"MCCG+WR6, Bhaktapur 44800, Nepal",Bhaktapur,27.6722945,85.4270212,3.6,16,0,1,6,7,2,94.5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
bhaktapur nepal,Bar,Bar,"MCC5+M4H, Bhaktapur 44800, Nepal",Bhaktapur,27.6716863,85.4078543,5,2,0,0,0,1,1,77,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Bhaktapur newari khaza ghar,Restaurant,Restaurant,"MCM6+VCJ, Rudraksha Rd, Changunarayan, Nepal",Changunarayan,27.6847054,85.4110257,3.4,22,1,6,6,2,3.4,77,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
bhaktapur srijanagar,Bar,Bar,"MCF4+H4G, srijananagar, Bhaktapur, Nepal",Bhaktapur,27.6739329,85.4053391,5,6,0,0,0,2,4,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Bhansa Ghar,Breakfast restaurant,Breakfast restaurant,"M9FP+66P, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6730011,85.3856447,4.3,21,0,0,4,7,4.3,105,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
bhanye,Coffee shop,Coffee shop,"MCFW+X95, Bhaktapur 44800, Nepal",Bhaktapur,27.6748627,85.4459376,5,2,0,0,0,1,1,70,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Bhatapur rada krishana,Bed & breakfast,Bed & breakfast,"MC4J+HXJ, Suryabinayak, Nepal",Suryabinayak,27.6565342,85.4323974,3.9,30,0,0,7,20,3.9,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bhatbhateni Food Park (Bhaktapur),Restaurant,Restaurant,"Bhaktapur, Nepal",Bhaktapur,27.6750698,85.397268,3.1,18,0,8,5,1,3.1,73.5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
Bhetghat Cafe And Restro,Cafe,Cafe,"Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.700689,85.3761218,5,2,0,0,0,1,1,92,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,
Bhetghat Sekuwa Station,Restaurant,Restaurant,"M9F7+7XM, Hanumante Chowk Bus Stop, F091, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6732102,85.3649158,4.2,15,0,1,2,5,4.2,84,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,
Bhimeshwor Mo:Mo & Chinese Stick House,Restaurant,Restaurant,"Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6726938,85.3853502,3.6,19,1,2,7,3,3.6,78.5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Bhintuna food cafe,Restaurant,Restaurant,"Kamalpokhari Path, Bhaktapur 44800, Nepal",Bhaktapur,27.675825,85.4381791,5,1,0,0,0,0,1,101.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,
Bijay Coffee Shop,Cafe,Cafe,"MC8P+M94, Bhaktapur 44800, Nepal",Bhaktapur,27.6666304,85.4359586,4.5,56,0,0,4,26,26,95.43,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Bijen Ko Pasal,Coffee shop,Coffee shop,"MCF3+2R3, Bhaktapur 44800, Nepal",Bhaktapur,27.6724194,85.4043218,5,10,0,0,0,3,7,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Bikers Snooker House,Restaurant,Restaurant,"Suryabinayak 2, 44800, Nepal",Anantalingeshwar,27.664614,85.3663413,3.7,19,0,0,12,1,3.7,96,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,
Bikerz Point,Cafe,Cafe,"MCHM+8HW, Changunarayan Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6783543,85.4339395,5,7,0,0,0,2,5,70,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Binayak Fast Food & Sekuwa Corner,Fast food restaurant,Fast food restaurant,"MCGP+PVF, Bhaktapur 44800, Nepal",Bhaktapur,27.6768541,85.4371348,3,2,0,1,1,0,0,84,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
"Biryani Adda , Radhe Radhe , Bhaktapur",Indian restaurant,Indian restaurant,"Bhaktapur, Nepal",Bhaktapur,27.6753198,85.3979596,3,10,0,3,4,3,3,84,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,
Bisauni Restro,Restaurant,Restaurant,"Gatthaghar marga, Bhaktapur 44800, Nepal",Bhaktapur,27.6767413,85.375151,4.2,14,0,2,1,3,4.2,91,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,
Bishal bhandari,Restaurant,Restaurant,"M978+54F, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.662928,85.3653101,3.9,27,0,5,6,4,3.9,70,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
Bishal Momo,Momo restaurant,Momo restaurant,"Kathmandu 44600, Nepal",Kathmandu,27.6733609,85.4051482,4.4,85,0,0,8,42,35,38,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,
bishnu mo m,Restaurant,Restaurant,"MC9H+P6H, Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6693229,85.4281027,5,1,0,0,0,0,1,84,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
black cherry cafe,Fast food restaurant,Fast food restaurant,"JCWV+23W, Suryabinayak, Nepal",Suryabinayak,27.6451028,85.4427153,5,1,0,0,0,0,1,70,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
BLUE HEAVEN RESTRO & SWIMMING POOL,Restaurant,Restaurant,"Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6939988,85.3745735,3.6,101,0,6,39,47,9,86,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,
Blue Sky Cafe,Restaurant,Restaurant,"M9C7+PV9, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6717998,85.3647335,4.1,16,0,1,4,4,4.1,63,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,
Bluemoon homestay and Restaurant,Restaurant,Restaurant,"1 Sallaghari, Bhaktapur 44800, Nepal",Bhaktapur,27.6751651,85.4085202,4.8,13,0,0,0,5,8,105.5,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,
Blunch Resort,Restaurant,Restaurant,"MC6X+C33, Suryabinayak, Nepal",Suryabinayak,27.6609597,85.4481456,4.3,4,0,0,1,2,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BM Brothers Bekery and Coffee Shop,Bakery,Bakery,"M969+FWV, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6612252,85.369799,3.5,23,0,2,8,13,3.5,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bode sentitar,Coffee shop,Coffee shop,"M9QV+Q6G, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6892273,85.3932541,3.6,14,0,3,5,1,3.6,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Bread Box Bakery and Cafe,Bakery,Bakery,"M988+5GC, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6653898,85.366322,3.9,18,2,0,5,2,3.9,98,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
